% Model:              oval_geometry.mph
% Version:            COMSOL 6.2.0.339
% Date:               Mar 3 2025, 17:38
% Dimension:          2
% Nodes:              373
% Expressions:        11
% Description:        Dependent variable u
% Length unit:        m
% X,Y,u (1) @ t=0,u (1) @ t=1,u (1) @ t=2,u (1) @ t=3,u (1) @ t=4,u (1) @ t=5,u (1) @ t=6,u (1) @ t=7,u (1) @ t=8,u (1) @ t=9,u (1) @ t=10
1.7349134240918267,0.9899399070817654,0.0460032025701895,7.005854678302569E-4,2.0673843180470626E-4,1.6571822503550157E-4,1.9512675711040286E-4,2.4198257912961795E-4,2.847549174174338E-4,3.136387458083027E-4,3.2759711013654957E-4,3.3152883162290226E-4,3.299954705982987E-4
1.638761603240922,1.272938764294396,0.04601577383882601,0.0034761466554345866,7.386680964237389E-4,4.667115029755883E-4,5.11332286919023E-4,6.333611516668681E-4,7.570351893571984E-4,8.476608510753371E-4,8.96373892435833E-4,9.139754251732676E-4,9.129186701742601E-4
2.0566933667039553,0.9145618631569373,0.0460011393787994,0.0017355857017662465,8.798455024078266E-4,9.098065327598175E-4,0.0011435788298526618,0.0014164200800283026,0.0016370197302608559,0.001769637962276447,0.0018227911656722724,0.0018290031079482084,0.001813297062277788
2.057116361523296,1.153746342943374,0.04601661460077259,0.005576447969527971,0.002355361290367105,0.002206201958347077,0.0027005781915049993,0.0033504162441725907,0.00390774579075569,0.004263176317803235,0.004420667322893764,0.004453788992827547,0.004423966768060793
2.9149335735573763,0.7494356847724368,0.046021481965993656,0.0323058575928118,0.03899202081168335,0.05306183775211676,0.06858789794852037,0.08097335451825642,0.08823242950472075,0.09104471219384992,0.09109182558944252,0.08998554339814714,0.08868962248727984
2.6561897161592585,0.6428550853479014,0.04601186729420718,0.012134381628895213,0.01278162018547427,0.01702302075917341,0.022250534648720982,0.02675630098324755,0.029619918734130304,0.030887578732972026,0.031077606261035878,0.030776964711994207,0.030349204456687418
2.9215454845320075,0.5345392037988329,0.04601434031894703,0.028036810009882774,0.0367513409377811,0.051288931359373534,0.06653942293418581,0.07823297070577334,0.08474477858966394,0.08701070621958913,0.08676916246535733,0.08555119426589415,0.08424899847954948
3.0299160913172427,0.6275775937772172,0.046022800954296825,0.041273873940780956,0.05640559977083269,0.07892213317926701,0.10164608494768909,0.11844037379371014,0.12739069092781305,0.1302110480909174,0.12955700909898366,0.12762279662675818,0.12566971499131033
3.141592653589793,0.5,0.04602489036740922,0.05632819089943338,0.08309440445341046,0.11748368275707385,0.15007608293187086,0.1726381524143765,0.18363628789676228,0.186303108411917,0.18461758661589933,0.18152653785618442,0.17867647451404917
-0.28125840007477765,4.211107964317498,0.04602243874458022,0.02912460074771325,0.033140165833693884,0.04444406190313178,0.05751418795796486,0.06830422358454634,0.07488305163315762,0.07762222470755087,0.07787642568379739,0.07704415566399282,0.07597807467285238
-0.21870220026408047,4.465861469900171,0.046017193141616876,0.028119676725934722,0.03686942492615733,0.05146557417844667,0.06679366660773775,0.07856447444804526,0.0851359795736361,0.08743858323837113,0.0872149569022727,0.08600460773794048,0.0847057938345775
2.362278697039204,0.7876794224296279,0.04600892732087878,0.004769897958662603,0.0036241322201313333,0.004363978353538557,0.005648699396630946,0.006919327291413734,0.007837214904528234,0.008322515716899024,0.008469807300092442,0.00844008851699736,0.008342802682998411
2.356069807074069,1.0947759515034277,0.046020213237166395,0.012277464524487127,0.0076160317906580005,0.008287380635697407,0.010441729619423815,0.012819497416835855,0.014680668214825611,0.015763811427322433,0.016173876345789078,0.016198533364747855,0.016050914969986455
2.6946340486689038,0.9154917655341115,0.04602153475749281,0.022269088238076686,0.020742588746075295,0.02618170729955494,0.03374297370929801,0.04063983397418613,0.04529206300084127,0.04755169457015913,0.048083562701591524,0.04776912930755062,0.04717953888593928
-0.08808582891583927,4.3116462892169025,0.04602366156409716,0.043815404533821385,0.059446552861786295,0.08270793124083883,0.1061389051464561,0.12342111804455655,0.13263954205691006,0.13556385136444274,0.13491686889346619,0.13294898849897988,0.13095771067768744
-1.2878340363417139E-14,4.500002765700228,0.046024787308274494,0.056169240875210635,0.08279894180085079,0.11709487685077781,0.1496654312927398,0.17227275376682924,0.1833428921668719,0.18607574483351783,0.18443810291139603,0.18138009226387483,0.1785525978373784
0.2187022002640322,4.465861469900186,0.04603193899447942,0.10625534226010262,0.16974855629451746,0.23921515452947364,0.29807030204195895,0.3335152115040892,0.34734856040874346,0.3478190612259124,0.3424978354729895,0.3359947337022677,0.3307570075814399
0.08230897427264754,4.29005706619047,0.046025792100324085,0.06206308849088613,0.09179784024716912,0.12801323620705252,0.16099328446888492,0.18282004317951758,0.1928818487197007,0.1948637260398086,0.19282045730762656,0.18958431713673948,0.18672412995868845
0.29117449219664726,4.204746140099566,0.04602779796287091,0.08044885689554147,0.1255249152463586,0.1713330371452565,0.20670433059790924,0.2255296780775313,0.23126852549546886,0.22979366834957463,0.22571292525620093,0.22146651883412558,0.21830555917108754
0.4836659277484455,4.357980822171665,0.04603860376549043,0.1911643909490904,0.3204548193135266,0.4377464631389265,0.5163117194212878,0.5479706693506156,0.5494786788757131,0.5380383396009729,0.5245097626837936,0.5130918240313653,0.5056530344614708
0.4917346560696131,4.087884048141671,0.046028972170359,0.08577808608016396,0.1322536233400267,0.17173342110842224,0.19456819549905693,0.2013681418155526,0.19938517038513837,0.19439284719387653,0.1895866269525629,0.18590824342433368,0.18371330836301902
0.7774884304920616,4.2131900783858125,0.04604210387162205,0.28328495255605235,0.4612769456324604,0.5860887314329456,0.6289043902755155,0.615216080374523,0.5833555918233905,0.5535427072086323,0.532951742711226,0.5205375877191187,0.5149265973883302
0.75657970150887,3.914877603149125,0.04602916511454742,0.0783088964023569,0.10842804639418212,0.12469988565195655,0.12455761166295223,0.11766054059534035,0.11026703812258429,0.1048175258776416,0.1016719728996809,0.10016874550588203,0.099795456128535
1.082983444412616,4.086088045044458,0.046047274165686075,0.3525902506478211,0.5332887200490303,0.6177944337383706,0.595415611476257,0.535217927005788,0.479889366186284,0.4422716100928199,0.4218913045390605,0.4128393830953397,0.41104471637838325
1.053986665321673,3.8361761354030426,0.0460324517283597,0.0780980940445307,0.10117153406301142,0.10440092037367511,0.0934044068770133,0.08162426856287829,0.07300803072426916,0.06799879538152483,0.06574040075811032,0.06513577746960397,0.06542304932248509
1.4046712329155782,4.010306634677009,0.04604589257923372,0.3779652597978314,0.5421314331058382,0.5868366027141751,0.525637451171558,0.4477362163591865,0.3880300625874326,0.3519608470382958,0.3345730577233252,0.3284692673106677,0.32883514333662617
1.4747388924635103,3.729721533012729,0.046034746216161916,0.07103447334767753,0.08333520369048768,0.07435254696047265,0.05944735092498265,0.04886775371913788,0.04267644407263446,0.0397043024986151,0.03870068103655159,0.03880371161878914,0.039359280610156484
1.734913424091872,4.01006009291824,0.04604466437164809,0.37504543872587337,0.5376602190327392,0.5816973222145202,0.520710668364592,0.4432982131746182,0.38404207959099784,0.34828133861798255,0.3310619387141228,0.32503103157037566,0.32540654227504306
1.8947206484386283,3.7516726173377717,0.04603231929883394,0.06927670232387939,0.08300386727245516,0.07760461819243135,0.06470982739125514,0.05468740667522839,0.048444297568580263,0.04527379522166656,0.044103921283534624,0.04407712601136388,0.04456070410206494
2.056693366703999,4.085438136843077,0.0460417178169499,0.3447574818692817,0.5211469314874473,0.6032349721739934,0.580778591975124,0.5216046750377846,0.4674106295633281,0.43064102069658855,0.4107530173902473,0.40193483969103755,0.40019216146031444
2.3196486712897513,3.893501520245065,0.04603056601731082,0.0750327959669266,0.10194937604151409,0.11458395156494923,0.11195993697479623,0.10419270845471533,0.09680542701587948,0.09169142397980495,0.08890645456631074,0.08769868553501049,0.08751191036365978
2.362278697039253,4.212320577570395,0.04603970104217875,0.2833568087053117,0.460891310724086,0.5848446081823236,0.626739347725159,0.6125177701666571,0.5804660237142094,0.5506451762339748,0.5301062097352399,0.5177442730090165,0.5121582245769472
2.63661801000987,4.009610283092602,0.04602743052246826,0.07272472162181033,0.10563539918659391,0.13258072244109972,0.146715968807309,0.1500572963725106,0.14797199093572752,0.14429554833086009,0.14101347501512718,0.13861238314701294,0.13724782526496948
2.65618971615929,4.357144914652114,0.04603735394547446,0.19299241823998392,0.3234371035488013,0.44111069899810945,0.5192481384430132,0.550153996629453,0.551032076171558,0.5391981292012531,0.5254757679948044,0.5139755313270957,0.5065098559092043
2.846202888851482,4.259760517924746,0.04602816506910213,0.09021254260228734,0.1440629127304622,0.1985287598202432,0.24066815417459644,0.26301975185981735,0.26968892673639405,0.26775986301399607,0.2627692978863451,0.2576238356302096,0.2538033130386817
2.921545484532007,4.4654607962011665,0.04603466107032902,0.10670159365732583,0.17051887136826424,0.24012045411174446,0.2988930900221824,0.33411966727726555,0.3477375898634301,0.34805459999983207,0.34264416949604587,0.3360910796034247,0.33082477785829695
2.9948142349270577,4.318511927171344,0.04602598973259678,0.07313307854436579,0.1125147081048918,0.15737594241986938,0.19642140414377893,0.22083208503776913,0.2310748564958732,0.2321821578844178,0.2290830567617558,0.2249488552184456,0.2214948148737629
3.141592653589793,4.5,0.046024774682540265,0.05631274007626308,0.08308716532463896,0.11746980415632705,0.15004436854547193,0.17258466006543527,0.18356605826651798,0.18622408259845935,0.18453609514149955,0.18144580899245671,0.17859789370400278
-3.1415926535897927,0.7263354865375964,0.046024545913829595,0.05207404280781453,0.07322718291107785,0.10167526076382886,0.12901492996501943,0.14822461635271572,0.1578645290460806,0.1604578675425902,0.15926589625069376,0.15678469387302443,0.15442945433093916
-2.9751218802933854,0.9011323513632366,0.04602567849492264,0.057991322251583564,0.08074781024577989,0.10746992224193375,0.1305526957439264,0.1450496933066661,0.15139273652839005,0.15238469617504327,0.150813578550129,0.1485327510593338,0.14657320880297217
-3.1415926535897936,1.0147566673210318,0.046024738906223356,0.04604768861620159,0.05430171087064495,0.06897261122694208,0.08415417216984226,0.09562491571707958,0.1021600032991374,0.10464080621601086,0.1046508851412668,0.10362708905540256,0.10244633788224682
-2.9275291154762426,1.1693407807545873,0.04602497551302397,0.04916793942175058,0.05696712484724049,0.06657703075318805,0.07437751411663444,0.0794584994417356,0.08210685428816766,0.08301106771364351,0.08293081663016201,0.08245814855969959,0.08196323061569143
-3.141592653589793,1.3407171180542816,0.046024764504160764,0.04474427468137119,0.04388663832560436,0.04712988144357199,0.05176583979581332,0.05620002146339199,0.059595675151173894,0.06164833967719081,0.06254949015675332,0.06275223527630347,0.0626137345845955
-2.917189674667204,1.4978357157257962,0.04602482099495737,0.04620322642035491,0.0461566681811745,0.045221836286895085,0.043571211681293014,0.04286910846449832,0.04313380885924877,0.04386361944031209,0.044639956078932445,0.04527420023441837,0.04570313579181067
-3.1415926535897927,1.671935970781744,0.0460247709323184,0.04539370629145261,0.042003497697881566,0.03924966807814438,0.03771701110754631,0.03768569028069491,0.03870325879108814,0.0400481339806146,0.041216719245172354,0.04204325215548741,0.04251681417398414
-2.6993661372441164,1.3403593414926906,0.04602497586799443,0.048171193903378894,0.05223468238215539,0.05330836785620242,0.05135651539458038,0.049621444927268894,0.04872618046554434,0.04851635152841934,0.048690227631644344,0.0490094544717044,0.04933683226032865
-2.478197636618347,1.2676822761384963,0.04602583940636936,0.05132119297408135,0.05874700630799199,0.05964937586103203,0.055401350797480674,0.0514218089825791,0.048809889404267254,0.04752779596400273,0.047165985505767206,0.04730013789372132,0.047643426603581916
-2.9000003925308775,1.8280014924147394,0.04602477905415111,0.04598915730146505,0.04442661275107659,0.039292687873913025,0.03379318780955091,0.030580289288296817,0.02955801889250932,0.029920511563809583,0.03087121851647028,0.03189113655194603,0.03269384061777348
-3.141592653589793,2.0031615824690685,0.04602477325497572,0.04584699190231404,0.042839905799609466,0.03739840101131732,0.03268236430648834,0.030196917987804713,0.029712842383118745,0.0304262421751078,0.031566256527759205,0.032648100311959846,0.03343332657353817
-2.6829969252357184,1.6656568238658362,0.04602479759079709,0.04617874753706835,0.045452862397458195,0.03978413184720497,0.03330018846447813,0.029495230986621785,0.028082103940242405,0.02816681685484539,0.02893069023436592,0.029858054771323948,0.03063603877771649
-2.132796186372691,1.2326891056922382,0.04602506045336374,0.06326766908345761,0.07640257857216574,0.07476206831379512,0.06497724374464647,0.05651329315121014,0.05094578662205327,0.048021707073347714,0.04691669701912906,0.04685037259779201,0.04726988071856712
-2.2823429898964918,1.3747273172453012,0.046025410227367225,0.04935566567962988,0.05218331209122921,0.04572917280523223,0.03714235685291694,0.031872798517557636,0.029329114990326508,0.02855017790595128,0.028699094733998603,0.029264873725572082,0.02988392133785085
-2.467174192797532,1.5235211647074838,0.046024975734099666,0.04669133171138528,0.04674118426486987,0.03991551227682567,0.03220763343978115,0.0278144465160298,0.02604506366893618,0.025866226741733802,0.026430902122270384,0.027242703173102015,0.027970468442266628
-3.141592653589793,4.2736645134624585,0.04602476843180616,0.05210973953582307,0.07329705702380677,0.10177055414572223,0.12912178458855383,0.14832907680982804,0.157960881140198,0.16054672787675328,0.15935006878239494,0.1568664680924669,0.1545106462541539
-2.8841836484581855,2.1602188579684554,0.046024774252319406,0.04600088910624351,0.04381687323829331,0.036849604701995865,0.03031241512093254,0.026525736404402697,0.025212741776592554,0.025493956019978562,0.026506828689658566,0.027646864195116305,0.028555803986424978
-3.141592653589793,2.3343871941563923,0.04602477366830692,0.04598227350731542,0.0436557812215855,0.03719922390807374,0.0311232491274283,0.027554875609641327,0.02635664372847125,0.026718189395519436,0.027789028810984436,0.028956519577674294,0.029872618738516696
-2.6401720183406203,1.991776508704372,0.04602477848032994,0.04601251097168225,0.04322882458754906,0.03450196450371839,0.027262729458158084,0.023439958604544855,0.022214435938490745,0.022513742417687974,0.02347588898838843,0.024557561751843066,0.0254129755443995
-2.428470900735528,1.8355589641260437,0.04602479645266839,0.04605289470907547,0.04263925167590854,0.031840597298458534,0.02384487701225838,0.02003334770852958,0.01893465729727928,0.01925906159920147,0.02015457088599171,0.021158131273040035,0.02194259497789082
-2.058651023474537,1.474800681982335,0.046025485916272306,0.048000661388862324,0.04686641233679451,0.0343620312401955,0.024295393933903123,0.0195244683248179,0.017841622920290862,0.017699908966228934,0.018194436331024272,0.018936261204659386,0.019588597359181975
