x,y,u
0.04344771,1.050372153,1.382058256
0.021723855,1.025186076,2.544972035
0,1,4.715141654
0.055674126,1.028627253,2.129886673
0.033950271,1.001727169,3.791194714
0.067900542,1.006882353,2.844964572
0.093285952,1.064045668,1.041712925
0.080593247,1.035464011,1.736874969
0.115970715,1.046151574,1.295525654
0.10327801,1.015814155,2.057020727
0.138655478,1.028257479,1.413416228
0.153186069,1.098431476,0.596336026
0.145920773,1.063344478,0.937170206
0.180937382,1.080431755,0.677383321
0.173672086,1.043830897,0.986193122
0.208688695,1.062432034,0.671053076
0.21210315,1.137318914,0.373685345
0.210395922,1.099875474,0.506866009
0.243799068,1.121378232,0.375000825
0.242091841,1.082781947,0.472710755
0.275494987,1.105437551,0.333948123
0.271063174,1.182189866,0.2444408
0.27327908,1.143813709,0.289694074
0.30484324,1.167949997,0.223963202
0.307059147,1.128750402,0.245976921
0.338623307,1.153710128,0.184359906
0.328987669,1.231755516,0.164293052
0.333805488,1.192732822,0.178273536
0.364012545,1.218553478,0.142195702
0.368830364,1.178955072,0.141918413
0.399037421,1.20535144,0.111037549
0.385054839,1.282052612,0.114108155
0.39204613,1.243702026,0.11581815
0.421303417,1.270596814,0.094112644
0.428294708,1.231856271,0.087724162
0.457551995,1.259141016,0.070259524
0.442166687,1.334938817,0.079807313
0.449859341,1.297039917,0.077060659
0.478490142,1.324601942,0.063390219
0.486182796,1.286461576,0.056333058
0.514813598,1.314265067,0.045698765
0.499029551,1.388909306,0.056284109
0.506921574,1.351587187,0.052218201
0.535187514,1.379523801,0.043260511
0.543079537,1.342075289,0.036973948
0.571345477,1.370138296,0.030202951
0.555744572,1.444272686,0.039851591
0.563545025,1.407205491,0.035753916
0.591662095,1.435292116,0.029707822
0.599462547,1.398199995,0.024524798
0.627579618,1.426311546,0.020067953
0.612359884,1.500116631,0.028237906
0.619969751,1.463214088,0.024575922
0.648122286,1.49126513,0.020405867
0.655732153,1.454422884,0.016282179
0.683884687,1.482413629,0.013290636
0.669121566,1.556078849,0.019934927
0.676503127,1.519246239,0.016849786
0.704858362,1.54709217,0.013932004
0.712239923,1.510399853,0.010727224
